Character,Gender,Alive?,Title,Forename,Surname,Birth name,Alias,Screentime
Lord Unwin Peake,male,unknown,Lord / Lady,Unwin,Peake,unknown,none,1
Maester Norren,male,unknown,Maester,Norren,unknown,unknown,none,1
Ser Florian Greysteel,male,unknown,Ser,Florian,Greysteel,unknown,none,1
Lady Darla Deddings,male,unknown,Lord / Lady,Darla,Deddings,unknown,none,1
Lord Davos Dedding,male,unknown,Lord / Lady,Davos,Dedding,unknown,none,1
"Ser Perkin, The Flea",male,unknown,Ser,Perkin,unknown,unknown,The Flea,1
"Trystane, Squire to Ser Perkin",male,unknown,Civilian,Trystane,unknown,unknown,Squire to Ser Perkin,1
Ser Balon Byrch,male,unknown,Ser,Balon,Byrch,unknown,none,1
"Ser Garth, The Harelip",male,unknown,Ser,Garth,unknown,unknown,The Harelip,1
Lady Mysaria,female,unknown,Lord / Lady,Mysaria,unknown,unknown,none,1
Ser Glendon Goode,male,unknown,Ser,Glendon,Goode,unknown,none,1
The Shepherd,male,unknown,Civilian,unknown,unknown,unknown,The Shepherd,1
Mushroom,male,unknown,Civilian,Mushroom,unknown,unknown,none,1
"Robin, Of Flea Bottom",female,unknown,Civilian,Robin,unknown,unknown,Of Flea Bottom,1
"Ser Harwin Strong, Breakbones/Brokenbones",male,unknown,Ser,Harwin,Strong,unknown,Breakbones/Brokenbones,1
"Hobb, The Hewer",male,unknown,Civilian,Hobb,unknown,unknown,The Hewer,1
The Burning Knight,male,unknown,Civilian,unknown,unknown,unknown,The Burning Knight,1
Ser Warrick Wheaton,male,unknown,Ser,Warrick,Wheaton,unknown,none,1
Bean,male,unknown,Civilian,Bean,unknown,unknown,none,1
Ser Roger Corne,male,unknown,Ser,Roger,Corne,unknown,none,1
Ser Tyler Norcross,male,unknown,Ser,Tyler,Norcross,unknown,none,1
Marq Ambrose,male,unknown,Civilian,Marq,Ambrose,unknown,none,1
Richard Rodden,male,unknown,Civilian,Richard,Rodden,unknown,none,1
Owen Fossoway,male,unknown,Civilian,Owen,Fossoway,unknown,none,1
"Trombo, Black Trombo",male,unknown,Civilian,Trombo,unknown,unknown,Black Trombo,1
"Lord Piper, Of the Blacks",male,unknown,Lord / Lady,unknown,Piper,unknown,Of the Blacks,1
"Lord Deddings, Of the Blacks",male,unknown,Lord / Lady,unknown,Deddings,unknown,Of the Blacks,1
Billy Burley,male,unknown,Civilian,Billy,Burley,unknown,none,1
"Lord Stokeworth, Young Lord Stokeworth",male,unknown,Lord / Lady,unknown,Stokeworth,unknown,Young Lord Stokeworth,1
Ser Lyonel Bentley,male,unknown,Ser,Lyonel,Bentley,unknown,none,1
Ser Harrold Darke,male,unknown,Ser,Harrold,Darke,unknown,none,1
Ser Alfred Broome,male,unknown,Ser,Alfred,Broome,unknown,none,1
Ser Adrian Redfort,male,unknown,Ser,Adrian,Redfort,unknown,none,1
Ser Loreth Lansdale,male,unknown,Ser,Loreth,Lansdale,unknown,none,1
Tom Tangletongue,male,unknown,Civilian,Tom,Tangletongue,unknown,none,1
Ser Marston Waters,male,unknown,Ser,Marston,Waters,unknown,none,1
Maester Hunnimore,male,unknown,Maester,Hunnimore,unknown,unknown,none,1
Princess Saera Targaryen,female,unknown,Princess,Saera,Targaryen,unknown,none,1
Lady Aemma Arryn,female,unknown,Lord / Lady,Aemma,Arryn,unknown,none,1
"Princess Daella Arryn (Targaryen), Daughter of Jaehaerys I",female,unknown,Princess,Daella,Arryn,Targaryen,Daughter of Jaehaerys I,1
"Lady Rhea Royce, Bronze Bitch",female,unknown,Lord / Lady,Rhea,Royce,unknown,Bronze Bitch,1
"Lord Hightower, Brother of Otto",male,unknown,Lord / Lady,unknown,Hightower,unknown,Brother of Otto,1
"Lord Dondarrion, In 82 AC",male,unknown,Lord / Lady,unknown,Dondarrion,unknown,In 82 AC,1
Lord Lymond Mallister,male,unknown,Lord / Lady,Lymond,Mallister,unknown,none,1
Lord Lyonel Strong,male,unknown,Lord / Lady,Lyonel,Strong,unknown,none,1
"Prince Baelon Targaryen, Son of Viserys I",male,unknown,Prince,Baelon,Targaryen,unknown,Son of Viserys I,1
Grand Maester Runciter,male,unknown,Grand Maester,Runciter,unknown,unknown,none,1
"Craghas Drahar, Craghas Crabfeeder",male,unknown,Civilian,Craghas,Drahar,unknown,Craghas Crabfeeder,1
"Lady Johanna Swann, The Black Swan",female,unknown,Lord / Lady,Johanna,Swann,unknown,The Black Swan,1
"Lord Swann, Uncle of Johanna",male,unknown,Lord / Lady,unknown,Swann,unknown,Uncle of Johanna,1
Captain Racallio Ryndoon,male,unknown,Captain,Racallio,Ryndoon,unknown,none,1
The Empress of Leng,female,unknown,Empress,unknown,unknown,unknown,The Empress of Leng,1
Ser Harrold Westerling,male,unknown,Ser,Harrold,Westerling,unknown,none,1
Grand Maester Mellos,male,unknown,Grand Maester,Mellos,unknown,unknown,none,1
"Lord Bracken, In 112 AC",male,unknown,Lord / Lady,unknown,Bracken,unknown,In 112 AC,1
"Lord Blackwood, In 112 AC",male,unknown,Lord / Lady,unknown,Blackwood,unknown,In 112 AC,1
"Frey, Fool Frey",male,unknown,Civilian,unknown,Frey,unknown,Fool Frey,1
"Lord Tully, Before the Dance",male,unknown,Lord / Lady,unknown,Tully,unknown,Before the Dance,1
"Lord Tyrell, Before the Dance",male,unknown,Lord / Lady,unknown,Tyrell,unknown,Before the Dance,1
"Lord Oakheart, Before the Dance",male,unknown,Lord / Lady,unknown,Oakheart,unknown,Before the Dance,1
"Lord Tarly, Before the Dance",male,unknown,Lord / Lady,unknown,Tarly,unknown,Before the Dance,1
"Prince Martell, In 112 AC",male,unknown,Prince,unknown,Martell,unknown,In 112 AC,1
Ser Joffrey Lonmouth,male,unknown,Ser,Joffrey,Lonmouth,unknown,none,1
Ser Qarl Correy,male,unknown,Ser,Qarl,Correy,unknown,none,1
Ser Vaemond Velaryon,male,unknown,Ser,Vaemond,Velaryon,unknown,none,1
